PostType,Post_Content,Associated_ISP_Network,Associated_SocialMedia_Name,UserRole,Time,Email,User_Name,User_gender,User_age,User_age_group,Content_Associated_Media,Comment_Info_On_Post,User_Comment_On_Post,Post_Id,AI_Content_Similarity_Score,Fraud_detection_score,Associated_Page,Associated_Group,Likes,Comments,Hate,Loves,Shares,Views,Region,City,Time_Foreign_ID
Ad,"Account go part such. Specific also physical have remember yes huge.
Today open manager TV. Large century add.
Pick hotel carry sport clear develop career. Fund reduce identify summer minute lose.",CAMTEL,Twitter,Commenter,2023-08-26 02:03:28,farleymatthew@example.com,katieshaw,F,14,Teenager,484a3712b1a45d6448c9327a2f8d4974,Model increase it these major manager next. Other mother voice land such itself government.,Ball ability improve face group affect. Red impact rest.,2d6b82a0-5f7b-4ce7-a979-1c66d19dfb0f,0.58,0.04,rodriguez-brown.com,month,854,315,96,226,76,5851,East,Ngaoundere,0ea5dccd6d0c27415230ef60030ad2def5a0caa00e84bcea2c04ab3cfd97af79
Ad,"Which six him if black firm. Particularly once far would.
Painting bit sell social that. High drop building benefit thing ask teacher. Simple foreign suddenly hope half want forget.",ORANGE,LinkedIn,Poster,2015-11-16 12:14:16,qrowe@example.com,holsen,F,91,90s-100s,705908ba8d276e26f1b605204a4313f9,Heavy close area affect keep. Fill late listen up account up.,Maybe specific ten wait argue star. Different within worker direction structure eat similar have.,2d36c280-bc27-4cef-95a9-5071d77f5f7c,0.38,0.77,mckay.net,pass,632,200,73,192,159,7733,Littoral,Bafoussam,36f28b7ad4d3ef3e7b0e94a90b2a05709200b30ceefd03561e603d339a1db769
Event,"Everybody pay matter receive environment.
Form campaign any discussion skill eye important. Expect available certain physical last generation.",ORANGE,Facebook,Commenter,2019-05-19 20:42:47,danielsmith@example.net,uburton,F,86,80s,8a5918bf3b1060e84633073993adee67,Some tend once suggest than. School he bit everything hotel church defense step.,Way coach hair bit couple care. Mr painting full action oil like.,93405c51-163e-4319-94df-cc00d77c7d1a,0.95,0.53,sexton.com,whatever,614,313,69,63,134,6393,South,Douala,d5596c338a0909fa48c22e738627a6e42e285513b33b96d80ede8211c5a3e09d
Ad,"Cell blue represent.
Attention fish per today better heavy. Between out hard I four off social. Play firm material toward middle road visit he.
Usually already society party decade.",MTN,Facebook,Poster,2015-06-01 14:11:24,smithalbert@example.com,maryjones,F,53,50s,0aa9d61912deaf59fb501d405230429e,Amount school help glass town check guy.,Her heavy instead leg. Seek section hour scene full carry.,116d630a-5be9-4684-ad59-adc843a351f3,0.7,0.37,owens-dyer.com,thought,980,351,65,275,150,5698,Littoral,Buea,1515cdc97dbd2d6a9b06546b866b90719e8855348ef5591953f1258327318624
Event,"Thousand behavior country turn tend. Hand face tax cut business.
Central claim never peace. Daughter crime model reduce. Tend share technology necessary member decide course trade.",ORANGE,LinkedIn,Commenter,2017-07-13 08:56:14,simpsonadam@example.com,andrademichael,F,88,80s,bd6ddca898cb55917618bf4873944530,Well turn investment to prove.,Art environmental structure what. Which focus common much improve. Us I wonder move.,af38b76a-2e35-4988-827b-840fb9c26205,0.36,0.66,moore-beasley.net,method,273,239,78,153,172,4287,Southwest,Yaounde,3bf646a24a827704ea3459520eb453258babe45578237a649ad5ae201c005c33
Survey,"Leg best necessary half pull doctor. Study likely several suggest together.
Skill series fly road significant ahead team. Baby any member kitchen argue. Republican hope call term expert ready.",ORANGE,Twitter,Commenter,2020-08-14 20:40:03,charlespowell@example.net,richardpearson,F,40,40s,d7959e913a951d49eb254756b90aa053,Music government Mr develop raise. Air ok position sing despite type.,Modern pressure toward rate yeah very. Example station through more west three court.,8c65accb-8d23-4929-8e19-907c2f28740f,0.43,0.13,booth.com,rather,119,401,13,131,32,6550,South,Bamenda,db5f0ef88645da0c42c27214de93839bfeb80d932c3b15f7c5aa5a4f5b3c9538
Ad,"Often for guess especially technology factor. Like can what to compare office movement.
Own page not about. Because pull politics to however almost behavior until. Want mind week rise.",CAMTEL,LinkedIn,Commenter,2024-04-16 22:08:21,cunninghamlisa@example.com,smithsherry,F,84,80s,b3ac721bba241043a3a80cf3ad719b4c,Movement join career why. Kid official new region design nature.,Statement cause food result note summer their. Commercial like situation however.,5ab14948-19d0-404e-bdca-394bc9f5fa78,0.0,0.8,hahn-espinoza.info,young,964,126,72,108,160,6438,North,Bertoua,40b7a85df4b7bcd39adbab5e807caffc0a6db0c29e57a50083ff575b0271eb6d
Event,Student third item enter another rather. Form century particular drive six red building.,CAMTEL,Twitter,Poster,2015-12-07 19:34:58,qhernandez@example.com,istevens,F,20,Early-20s,896ff893bda4b243fd8631871955095a,Property cold hospital. Phone body pick news pay arm.,Capital still affect parent figure. Speak other series major.,a4145481-62ab-47b3-a62c-31ec8dc10a62,0.19,0.01,barry.biz,represent,399,34,81,261,107,4560,Southwest,Limbe,1682bc3e49f4585f54ae78cec30e68b64048a58d852e85743724fd7e4da098f6
Ad,Pattern little business response discussion allow. Thank effect able finish accept. Or resource tonight recognize.,ORANGE,Twitter,Commenter,2018-01-19 13:54:13,garzafrancis@example.com,zcortez,F,88,80s,92c6378100c6f4f0a63ec7c95c26ea51,Produce take glass central ago. Page blue democratic follow during. Family spring along story.,Require write artist put movie budget military. Action work six expert family.,2ac3aa1c-b06f-4214-b403-561ace5b3941,0.11,0.83,fox-fields.com,data,527,458,73,104,137,8476,Far North,Buea,487ec74cbe29cb7226fdf2e9bffa459aae3e699bbeaf6024e8810152ac51e337
Event,Board high up lay develop sometimes lead. Can financial really purpose bar eye. Live apply letter suffer attorney long nation.,CAMTEL,Twitter,Commenter,2015-06-08 21:17:35,claytonrobinson@example.org,natashafreeman,M,68,60s,a5f5abde5d43b0a2632e1a5122bdf06a,Offer none computer good. Yard young sign.,Half interest argue gas campaign time. Level school back wear career why.,d07af54d-c2f6-445b-9fcf-17445d9fba1e,0.1,0.12,pearson.net,move,819,486,30,28,109,1392,South,Ebolowa,37703af4ea85a7e30d7136c75022dedbfb3b8910fd965c7c06ba3f748197893f
Survey,Friend say catch me wife issue really. My something race per.,CAMTEL,Twitter,Poster,2019-04-29 22:02:02,morenochristopher@example.org,grossmisty,M,77,70s,c235ad6c9abf97807735513e1fb2cbcb,Bring customer left myself true thousand offer. Crime well throughout almost the sound.,Itself current parent help quality product agent. Effort I offer language seem since feeling.,ea19c11f-d5c1-4b9a-95d0-735cea68b396,0.01,0.42,morales.org,yard,960,16,50,122,150,9070,Southwest,Bertoua,f25139ddc20daf4d4d2eff71e516c32987ee72d3f322d9fc5938df8049b93cf5
Event,Allow doctor common law. Various rather whose not action paper pull. Perform white various true site.,ORANGE,Facebook,Poster,2022-03-26 10:47:22,gregory51@example.com,millschristina,F,17,Teenager,c09cd634b12cc5a8290ebc30ec0c8ec4,Serious training player part instead themselves.,Major skill apply car window.,dbe6dad2-79cd-4013-a553-6d5410aca277,0.11,0.21,medina-mendez.info,door,288,240,59,200,142,8625,Littoral,Limbe,e5c76c61b9573d699d7d04269e8b53f60cd602d362918fe83a3028cdc9226da6
Ad,Energy some form himself speech nor part. Accept political expert there traditional.,CAMTEL,Twitter,Commenter,2017-03-13 15:11:29,yvaldez@example.com,benjaminrangel,F,81,80s,27aace5053c8228ee605730a459dfcae,Air soldier Mr science in. Writer key inside than manager somebody.,Dark performance increase those.,5165342a-6288-4b2d-9889-d45d532f89d5,0.08,0.54,gonzales.biz,employee,290,93,15,294,194,8433,Far North,Ebolowa,444844e83cc021273e5d60b2e5dbd80f2cdff7f8497c92fde8c079104d86dd1b
Survey,"Idea enjoy nice down sort television he. Clearly very movement million. And then interest recent real.
Despite get almost less use science. Pressure chance including little. News property develop.",MTN,Twitter,Poster,2024-12-01 11:45:48,lindseysampson@example.net,sarah16,F,69,60s,6bb54bdc1400932207d1071bb0808965,Dinner at magazine company. Program suddenly Mrs really social most.,Check close investment safe attorney main sea. Step record make bag.,3b73e871-8e3b-4529-b3a9-39b1f4bfb656,0.81,0.23,perez.com,return,935,152,97,273,45,3292,Littoral,Yaounde,cd0214b7a7e61d607466d871b49dfe795a14c9ed074547294ff8e53057a10224
Event,Space bar husband near. Walk reveal college. Simple wish tend opportunity wish anything join. Tv individual control.,CAMTEL,LinkedIn,Commenter,2022-02-22 05:58:36,johnsonjesse@example.net,mckenzie13,M,87,80s,06a4461e8244371aa1065f2a8cc5a031,Ago system teacher impact clear gas fine condition. Fly leave less material believe course.,First look benefit quite practice early newspaper. Open anything federal family.,0d887837-516f-4ba1-b616-000b4570975d,0.37,0.04,woods.info,church,467,169,22,114,41,8894,Central,Buea,2c652aafb851bf2ae678c61f44162f99bef66c3ac700a681a8be40b524276679
Ad,"Measure simple safe should future laugh. None cut outside body. Resource positive feeling hold.
Effort memory generation door industry thousand model.",CAMTEL,Facebook,Poster,2020-12-31 03:53:57,stephen31@example.net,steven97,F,76,70s,cdbee52dd6026fdbbf69b861ad88f4ba,"See strategy on available fast tell.
Anything last capital consider hundred dark artist.",Investment Congress analysis return continue vote.,6710f642-6c15-44fb-9727-6e2d165c0b5f,0.85,0.64,jacobson-johnson.com,out,205,30,49,296,154,7967,North,Ngaoundere,c9847f2ee9829fb89789cd82ba39136f99e1134c570365ed0e244210838752fe
Survey,Imagine few in relationship opportunity nothing. Quickly watch inside century continue not reveal.,MTN,Facebook,Poster,2019-11-08 10:28:31,briggsamy@example.com,kendra19,M,68,60s,82c19ef992b7ce1b594c9948c8adbbbe,Rule whose suffer take report. Open three between court bring then. Picture turn more skin change.,Eat whom music over official blue law. Many attorney really language describe.,00436104-a75f-4bb5-9e1d-0a200e8afd71,0.73,0.26,rubio-mcclain.com,step,679,359,58,288,199,4117,Northwest,Ngaoundere,14c2d280b9d7e06eab43caebe95f4ff7ac9427bff6cbc99f1b9098b3588bb4d9
Ad,"Keep ago different through. Wrong moment tree quality.
Throw why both. Admit offer realize ready fall. Blue just scientist cup impact reality.",CAMTEL,LinkedIn,Poster,2018-03-02 23:09:39,katie05@example.net,katherinegonzales,F,14,Teenager,3e9ef0061cf401befde08a6b624dc219,Understand run article. Once source enter take. Outside century best.,Order claim necessary time question rise. Carry feel force close. Citizen save during.,5710ef6a-19ef-4d26-8315-c6c9e09d6e4f,0.33,0.12,johnson-jacobson.com,network,877,306,53,200,184,5611,Central,Maroua,666ed4a69ff743862c9f13beee5691fe6b8c90eca38075e644912696927f2da2
Ad,Last scientist among painting while into live. Be city will control animal interest best. Statement adult international along. Argue forget nothing wide character know value.,MTN,Facebook,Commenter,2016-06-25 16:13:25,eoliver@example.com,michellekerr,F,16,Teenager,5a7fdc42846c286113144c47798d0ed8,Tree under positive unit me leader thing. Sister store offer tax.,Blue Mrs build size quite near have. Identify hear ahead leader item keep.,ecf666c8-adfa-4cc9-9884-0c3e1dad8538,0.27,0.03,church-jackson.com,picture,287,227,26,178,142,8094,Far North,Bafoussam,f84bc8e0bb20753adbafad3bce38b979ec410175a1272cf76ca33c28251ee2c6
Ad,"Buy much authority draw perform arm leader. Left such enjoy really.
Watch note professional. Top shoulder us blood oil say. Day before either worker more size during.",MTN,Twitter,Poster,2016-02-22 16:41:09,julie88@example.org,annaking,M,15,Teenager,1979cd4dc2e060ebc00c9c9a5b212e37,Painting water remain.,Whole analysis performance those coach. Half benefit any school.,a1dd590d-4e02-4fe1-9904-0bdb8c641b84,0.15,0.05,spears-delgado.com,those,802,105,25,74,58,2420,South,Bafoussam,ba838a198dc6962d68d1c5de0ad29b467bfd4efd8ce6e89520f4a1fce3233307
Ad,Key cause partner ahead. Difference particular my watch rather movie if. Prove return third thing who activity off.,ORANGE,Twitter,Commenter,2017-09-13 08:38:08,joelparker@example.net,latoyaweber,M,60,60s,25062151ae1467878ff759a07415547d,Catch know reveal senior. Soon know exactly. Current situation wide production. Hope effort race.,Report share history because. Customer card study matter ask commercial expert.,01058db0-3bae-47b9-aed4-f04dd13879e8,0.53,0.12,bell.com,southern,973,297,70,19,178,7890,East,Douala,bccaccd2e7175e0e4a2234e1c098d77d279734478135f3fde2b38e379a7351be
Event,Blood such trouble close. Return same remember car something address. Summer message drop book brother instead item.,CAMTEL,LinkedIn,Commenter,2017-12-13 02:10:44,tararamirez@example.com,uwilson,M,11,Adolescent,e4b7b965da894da6f42ada6247191945,Foreign read study yeah. City realize point at herself respond director.,Trouble decide analysis wonder piece. Industry necessary ball risk thought. Human bank loss.,aa29e356-6cec-468d-89e3-0d295893d682,0.77,0.72,brown.info,speech,121,216,47,45,181,1601,North,Bamenda,6437017e0160ed9d13217c8af8d99229af1b99513dea3719738901e283498ed7
Event,Low staff range discussion service. Including successful better series teacher. Several war still administration.,ORANGE,LinkedIn,Commenter,2024-07-07 19:53:00,hansenalejandro@example.net,lhale,M,59,50s,9baac41232fe895f69717c1d17c876f9,Action discuss high hundred ago.,Us bar college against state black animal. Food bring Congress record add.,6fb7e29b-c45d-4b1f-9b47-6b9b48750eb8,0.05,0.2,dougherty.com,recently,476,142,71,242,180,8858,Far North,Yaounde,9fcfa20e1bb1935edfb2854f78a94fed1adc711f7333eb78b4d37ac95fc4bf8a
Survey,"Watch treat win expert large expect growth. Than our shake.
Take of executive store light five. Door treatment radio decide senior song research family.",CAMTEL,Facebook,Commenter,2024-10-27 14:02:08,molinadavid@example.org,qjohnson,M,82,80s,8ce356007f4c4d52745b4b6c55f1abd1,Bar do study manager. Fear better military situation.,Reflect hotel office space experience. Worker fall tonight full that indeed.,98f02651-86cb-4c7e-b0da-6519bed8df46,0.84,0.14,johnson-herrera.biz,town,4,308,36,55,173,1977,Far North,Douala,96bc98b3769fed21ae10f9c4f3494a5cc45e6d77542cc87e96ced93961565a01
Ad,Analysis every offer and both. Course daughter tell mother anything. Board scientist deep early weight response middle.,CAMTEL,Twitter,Poster,2020-08-05 10:48:21,sandrahancock@example.com,christopher28,F,89,80s,d34efa9cdb495e4414bfc1d56ab8d3fc,Avoid city camera. If usually detail article.,Pm Mr such behavior fine. Require mind power meet capital address. Rise carry money mention.,4d48016f-93fa-4060-8a0d-b4c40250016b,0.3,0.26,elliott.com,law,935,464,86,40,49,7554,South,Douala,9fb48351a3de0643d9b0e6887a003adb8edbc05a2dddc368813d12cab29c612c
Event,"Upon himself other tell reality development. Anything often wide trip. Best record box control.
Hot local for minute other technology. Measure enough couple husband form. See eat major blue right.",MTN,LinkedIn,Poster,2023-01-08 11:29:21,ydoyle@example.com,gaustin,F,38,Late-30s,b00324dedd64abd3969118919800989c,Buy young across. Relate international enter.,Figure season fund your this method item. So campaign effort fill ball soon.,28503ed6-0c76-45cc-b72a-d9eb3ec3941b,0.64,0.36,french.com,shake,153,68,81,172,121,7559,Northwest,Garoua,7a8701e33026009484aaf387c3c3371d003991a340e23e2b68189f7a97f2a639
Event,Specific lay approach official pressure. Again evening price space fund threat car. Indeed per success myself bed despite step. Picture political behavior detail article.,MTN,Facebook,Poster,2020-11-28 18:02:16,bbutler@example.net,sean43,M,24,Mid-20s,538ac33f03130cb42510ac30080c6919,Wide home soldier onto else. Project what television old middle hold each.,Its itself three many quality share stuff. Particularly model stop draw vote room Democrat.,acf60f8c-0631-4174-a11c-dcb88c0e0606,0.43,0.86,medina.com,part,473,149,76,204,156,355,Far North,Ngaoundere,e57bb1b1d0a6a2ddb002b32d0bca5a1257f1ee3bac23b14c18bd20c2f714fa58
Survey,Simple court material rule already weight. Report stock include become. Exist professor vote never. Must beautiful contain always future best seat address.,ORANGE,Twitter,Poster,2020-04-30 11:01:45,theresa43@example.org,jeromeduke,F,11,Adolescent,b8715894ace6446cec54f6fcdc29950e,Heart customer never shake consider try. State mind top international information according.,Range east low practice so place. Within mention meet eat. Year argue old memory professor.,26078964-4f4e-4a49-a40d-b1dad911e91c,0.4,0.81,figueroa-gardner.info,center,37,368,30,185,74,5600,Far North,Bamenda,79e3937b0f559e56a7abbd49734b9183f752bb9344950d03b06c06cf618d0e36
